goe298-il,4.5,39.6,12.8,19.6
goe29b-il,6.5,29.8,9.4,19.8
goe300-il,6.7,30.0,8.4,30.0
goe301-il,6.5,39.9,10.0,28.9
goe303-il,5.9,39.9,9.8,29.9
goe304-il,6.3,39.8,9.0,29.8
goe308-il,5.0,29.9,8.1,29.9
goe309-il,4.7,30.0,8.4,30.0
goe310-il,4.8,39.9,8.1,29.9
goe311-il,6.1,39.9,8.4,19.9
goe314-il,4.7,29.9,8.0,29.9
goe315-il,4.1,29.9,8.1,29.9
goe316-il,4.2,29.9,9.1,29.9
goe318-il,4.3,29.9,9.1,29.9
goe319-il,5.8,29.8,10.3,29.8
goe320-il,6.2,29.8,12.3,29.8
goe321-il,5.1,29.9,11.2,29.9
goe322-il,6.0,29.8,13.1,29.8
goe323-il,5.2,29.8,11.1,29.8
goe324-il,5.9,29.8,13.1,29.8
goe325-il,4.6,30.0,8.2,20.0
goe326-il,4.7,39.9,8.2,29.9
goe328-il,4.3,30.0,8.2,30.0
goe329-il,5.5,29.9,10.2,29.9
goe330-il,5.8,39.9,10.2,29.9
goe331-il,6.9,39.9,10.6,29.9
goe332-il,6.4,39.8,11.8,29.8
goe335-il,4.8,40.0,6.9,20.0
goe336-il,5.4,29.9,9.0,29.9
goe342-il,6.2,40.0,5.4,20.0
goe344-il,2.7,39.9,7.2,19.9
goe346-il,3.8,39.9,5.7,39.9
goe358-il,5.6,50.0,10.9,20.0
goe359-il,5.8,40.0,7.8,30.0
goe360-il,5.9,29.9,9.7,29.9
goe361-il,5.5,40.0,6.8,20.0
goe362-il,5.3,40.0,6.6,20.0
goe363-il,5.7,39.8,11.1,19.8
goe364-il,6.5,30.0,10.8,30.0
goe365-il,5.1,39.9,11.7,29.9
goe366-il,7.2,39.8,13.1,29.8
goe367-il,4.6,39.7,16.3,29.7
goe368-il,3.8,29.9,7.7,14.9
goe369-il,5.4,40.0,5.9,30.0
goe370-il,5.7,40.0,4.7,20.0
goe371-il,4.6,39.9,7.0,29.9
goe372-il,4.3,39.9,6.2,29.9
goe373-il,5.1,39.9,6.5,29.9
goe374-il,4.5,30.0,6.5,30.0
goe375-il,4.5,30.0,6.5,20.0
goe376-il,5.0,30.0,6.6,30.0
goe377-il,3.9,40.0,6.5,30.0
goe379-il,5.2,40.0,6.5,30.0
goe380-il,5.6,30.0,6.6,30.0
goe381-il,5.8,30.0,6.4,30.0
goe382-il,6.0,39.0,20.0,29.0
goe383-il,5.0,38.7,20.2,28.7
goe384-il,6.9,39.3,19.6,29.3
goe385-il,4.1,29.9,9.9,29.9
goe386-il,5.4,39.0,20.3,29.0
goe387-il,5.5,40.0,14.9,30.0
goe388-il,5.4,39.9,10.2,29.9
goe389-il,4.0,39.8,10.3,29.8
goe390-il,6.9,39.2,20.3,29.2
goe391-il,3.2,40.0,5.1,40.0
goe392-il,4.8,40.0,10.2,30.0
goe393-il,4.2,29.9,6.1,19.9
goe394-il,5.9,39.9,6.1,19.9
goe395-il,7.0,49.9,6.1,19.9
goe396-il,5.8,40.0,4.7,30.0
goe397-il,4.0,40.0,5.1,30.0
goe398-il,4.9,40.0,13.9,30.0
goe399-il,4.2,39.9,6.9,29.9
goe400-il,4.9,40.0,6.1,20.0
goe401-il,4.9,29.9,7.1,29.9
goe402-il,5.7,30.0,6.8,20.0
goe403-il,4.3,39.9,6.7,29.9
goe404-il,5.0,29.6,13.2,29.6
goe405-il,6.5,40.0,11.1,30.0
goe406-il,5.5,39.9,11.7,29.9
goe407-il,4.8,39.9,9.5,29.9
goe408-il,4.1,30.0,7.8,30.0
goe409-il,0.0,0.0,12.7,30.0
goe410-il,0.0,0.0,16.1,30.0
goe411-il,0.0,0.0,13.2,30.0
goe412-il,5.1,39.7,13.1,29.7
goe413-il,4.6,40.0,16.4,30.0
goe414-il,5.3,39.7,13.6,29.7
goe415-il,3.7,29.9,8.5,19.9
goe416a-il,1.3,59.6,11.7,29.5
goe417-il,6.1,40.0,6.0,20.0
goe417a-il,5.9,40.0,3.2,2.5
goe418-il,5.1,40.0,12.7,20.0
goe419-il,4.1,40.0,5.3,30.0
goe420-il,4.3,50.0,18.8,30.0
goe421-il,8.1,49.3,19.0,29.3
goe422-il,6.5,39.5,17.1,29.5
goe423-il,5.1,39.7,16.9,39.7
goe424-il,4.8,38.5,19.9,38.5
goe425-il,4.5,39.3,16.0,29.3
goe426-il,4.6,40.0,13.6,30.0
goe427-il,5.4,40.0,4.6,20.0
goe428-il,5.2,40.0,7.9,30.0
goe429-il,0.2,10.0,11.4,30.0
goe430-il,4.8,49.6,13.4,29.5
goe431-il,7.2,60.0,11.8,20.0
goe432-il,4.3,40.0,7.7,20.0
goe433-il,4.8,49.2,17.4,29.2
goe434-il,5.2,48.5,22.8,28.4
goe435-il,4.7,48.0,26.1,27.8
goe436-il,3.8,30.0,11.0,30.0
goe437-il,4.8,40.0,7.1,30.0
goe438-il,3.8,39.8,11.0,29.8
goe439-il,5.2,40.0,7.9,30.0
goe440-il,9.7,40.0,15.3,30.0
goe441-il,7.7,39.5,16.0,29.5
goe442-il,4.3,39.9,7.7,19.9
goe443-il,0.0,0.0,5.0,30.0
goe444-il,0.0,0.0,5.6,30.0
goe445-il,0.0,0.0,6.4,40.0
goe446-il,6.3,39.7,12.9,29.7
goe447-il,8.0,39.7,12.7,29.7
goe448-il,10.5,39.8,12.9,29.8
goe449-il,5.4,40.0,17.0,30.0
goe450-il,5.2,39.9,8.9,29.9
goe451-il,5.6,40.0,4.4,30.0
goe456-il,5.2,39.9,7.2,29.9
goe457-il,4.2,39.9,7.8,19.9
goe458-il,5.2,39.9,7.2,29.9
goe459-il,0.0,0.0,12.7,30.0
goe460-il,0.0,0.0,20.5,30.0
goe462-il,13.4,29.9,11.0,9.9
goe464-il,9.9,29.9,7.7,7.4
goe474-il,2.9,40.0,7.0,30.0
goe476-il,5.2,39.5,14.5,29.5
goe477-il,4.9,40.0,10.1,30.0
goe478-il,4.3,39.6,13.4,29.6
goe479-il,4.0,40.0,11.6,30.0
goe480-il,5.5,40.0,11.8,30.0
goe481-il,8.8,39.4,13.4,9.6
goe481a-il,5.5,39.4,15.3,29.4
goe482-il,8.8,39.6,16.5,29.6
goe483-il,5.8,40.0,5.5,15.0
goe484-il,5.0,50.0,6.3,30.0
goe488-il,3.0,39.9,6.8,19.9
goe490-il,3.8,39.9,8.8,19.9
goe491-il,2.9,30.0,4.9,20.0
goe492-il,3.4,49.9,6.2,29.9
goe493-il,3.4,49.3,14.9,29.3
goe494-il,5.1,50.0,5.0,20.0
goe495-il,5.0,50.0,6.9,30.0
goe496-il,5.0,50.0,10.0,30.0
goe497-il,5.3,50.0,12.7,30.0
goe498-il,5.5,49.4,15.9,29.4
goe499-il,5.9,50.0,6.8,30.0
goe500-il,6.0,50.0,10.0,30.0
goe501-il,6.3,50.0,12.8,30.0
goe502-il,6.1,49.4,15.9,29.3
goe503-il,7.0,39.7,15.6,29.7
goe504-il,5.4,39.2,18.0,29.2
goe505-il,5.9,39.7,14.0,19.7
goe506-il,4.7,39.3,16.5,29.3
goe507-il,2.9,40.0,8.7,30.0
goe508-il,5.6,40.0,16.5,30.0
goe509-il,5.2,39.9,11.1,29.9
goe510-il,5.8,39.7,13.7,19.7
goe511-il,8.0,29.8,16.6,19.9
goe512-il,5.6,29.9,13.9,19.9
goe513-il,5.2,39.8,16.6,29.8
goe514-il,6.4,39.7,16.6,19.7
goe515-il,2.8,40.0,8.5,30.0
goe517-il,4.7,40.0,7.0,30.0
goe518-il,7.3,29.8,18.0,29.8
goe522-il,5.2,48.7,21.8,28.6
goe523-il,9.7,49.7,16.5,29.7
goe525-il,9.7,49.7,16.5,29.7
goe526-il,4.1,39.7,12.3,29.7
goe527-il,5.8,39.5,16.5,29.5
goe528-il,6.2,39.8,12.5,29.8
goe529-il,5.8,39.9,9.7,29.9
goe530-il,5.1,29.8,12.9,29.8
goe531-il,14.7,49.3,13.8,19.5
goe532-il,4.8,40.0,12.5,30.0
goe533-il,4.7,40.0,13.7,30.0
goe534-il,5.2,39.6,14.1,19.6
goe535-il,5.8,50.0,16.1,20.0
goe54-il,3.5,19.9,6.5,14.9
goe546-il,3.6,50.0,10.4,30.0
goe547-il,4.0,49.7,10.5,29.7
goe548-il,2.3,50.0,11.9,40.0
goe549-il,4.7,40.0,13.9,30.0
goe55-il,2.0,19.9,6.2,14.9
goe550-il,4.3,50.0,13.0,20.0
goe553-il,4.7,39.6,13.7,29.6
goe559-il,3.4,30.0,11.2,30.0
goe561-il,10.2,29.8,25.0,29.8
goe562-il,6.3,30.0,14.1,30.0
goe563-il,2.2,49.8,8.9,29.8
goe564-il,2.7,40.0,8.2,30.0
goe565-il,2.8,50.0,8.4,30.0
goe566-il,2.6,40.0,8.7,30.0
goe567-il,5.3,49.5,14.8,29.5
goe57-il,5.1,39.9,6.3,19.9
goe570-il,9.7,40.0,33.7,30.0
goe571-il,9.8,29.4,24.9,29.4
goe572-il,8.3,29.9,18.6,29.9
goe573-il,6.5,29.9,14.1,29.9
goe574-il,4.9,40.0,10.3,30.0
goe575-il,3.6,39.8,13.3,29.8
goe584-il,5.0,40.0,12.7,30.0
goe585-il,3.4,40.0,8.2,20.0
goe587-il,3.0,30.0,5.8,40.0
goe590-il,4.0,30.0,5.7,30.0
goe591-il,5.1,40.0,11.2,30.0
goe592-il,7.5,39.7,14.3,29.7
goe593-il,4.1,40.0,11.9,30.0
goe595-il,3.0,40.0,9.6,30.0
goe596-il,4.0,40.0,9.8,30.0
goe598-il,1.0,49.8,6.5,39.8
goe599-il,1.5,59.7,10.0,29.6
goe600-il,1.9,49.4,13.1,29.4
goe601-il,2.5,49.0,16.0,39.0
goe602-il,3.5,40.0,10.0,30.0
goe602m-il,3.8,50.0,9.6,30.0
goe604-il,5.4,29.3,17.8,29.3
goe610b-il,5.3,39.9,7.8,39.9
goe610bm-il,5.5,40.0,7.7,30.0
goe611-il,5.8,39.9,12.9,29.9
goe612-il,5.0,49.5,15.0,29.5
goe613-il,4.1,40.0,10.3,30.0
goe614-il,6.2,39.2,18.8,29.2
goe615-il,5.6,39.7,13.7,29.7
goe617-il,2.2,30.0,13.9,30.0
goe619-il,4.5,49.5,13.7,19.5
goe620-il,5.9,50.0,17.5,30.0
goe621-il,5.0,49.5,15.0,29.5
goe622-il,2.4,40.0,8.0,30.0
goe623-il,3.8,40.0,12.0,30.0
goe624-il,5.2,40.0,16.0,30.0
goe625-il,6.1,40.0,20.0,30.0
goe626-il,5.1,49.3,16.5,19.3
goe627-il,4.1,30.0,15.8,30.0
goe628-il,5.6,39.3,16.7,19.4
goe629-il,2.8,39.4,13.6,29.4
goe63-il,6.7,39.9,8.3,19.9
goe630-il,7.7,39.8,12.6,29.8
goe632-il,3.9,40.0,14.0,30.0
goe633-il,4.0,39.7,13.8,19.7
goe645-il,4.8,39.4,15.4,19.4
goe646-il,4.5,49.0,18.3,29.0
goe647-il,5.3,39.4,16.2,19.5
goe648-il,3.9,39.4,15.2,29.4
goe650-il,4.4,49.5,13.4,19.5
goe652-il,9.3,50.0,17.1,20.0
goe654-il,5.2,40.0,14.5,30.0
goe655-il,4.4,40.0,13.9,30.0
goe670-il,3.4,40.0,9.0,30.0
goe673-il,2.8,49.7,10.8,29.7
goe675-il,5.9,39.5,14.9,29.5
goe676-il,2.0,30.0,11.9,30.0
goe677-il,2.2,30.0,12.0,30.0
goe679-il,4.5,39.1,18.3,29.1
goe681-il,4.4,39.2,16.8,29.2
goe682-il,4.3,40.0,10.7,30.0
goe683-il,3.0,30.0,19.9,30.0
goe685-il,4.2,49.5,13.1,19.6
goe692-il,5.0,40.0,16.1,30.0
goe693-il,3.6,40.0,12.0,30.0
goe701-il,4.9,39.6,12.5,29.6
goe702-il,5.1,39.4,16.6,19.4
goe703-il,2.3,30.0,19.4,30.0
goe704-il,2.1,39.9,12.9,29.9
goe711-il,6.3,30.0,14.9,30.0
goe723-il,4.5,49.7,11.6,29.7
goe735-il,4.4,30.0,20.1,30.0
goe738-il,2.1,30.0,15.4,30.0
goe741-il,4.8,30.0,15.3,30.0
goe744-il,7.0,30.0,14.5,20.0
goe746-il,5.0,30.0,9.8,30.0
goe758-il,4.7,40.0,13.9,30.0
goe765-il,1.9,25.9,14.4,30.0
goe766-il,1.5,20.0,12.0,25.0
goe767-il,1.5,20.0,12.0,20.0
goe769-il,4.8,30.0,13.8,20.0
goe770-il,4.0,30.0,21.0,30.0
goe775-il,0.0,1.3,21.0,30.0
goe776-il,0.0,60.0,25.0,30.0
goe777-il,5.9,30.0,22.0,30.0
goe780-il,1.0,40.0,12.0,50.0
goe79-il,6.0,29.9,6.2,14.9
goe795-il,2.4,43.5,8.0,30.9
goe795sm-il,2.4,43.5,8.0,30.9
goe796-il,3.6,40.0,12.0,30.0
goe797-il,4.9,40.0,16.0,30.0
goe798-il,6.0,40.0,20.0,30.0
goe801-il,6.1,40.0,9.8,30.0
goe802-il,6.1,40.0,9.8,30.0
goe802a-il,6.1,40.0,9.8,30.0
goe802b-il,6.1,40.0,9.8,30.0
goe803h-il,6.6,40.0,6.3,15.0
goe804-il,6.3,50.0,6.0,40.0
goe81-il,6.3,29.9,7.4,29.9
goe92-il,5.5,30.0,8.8,30.0
griffith30symsuction-il,0.0,0.0,30.6,49.3
gs1-il,4.1,50.0,13.9,30.0
gu255118-il,7.1,45.0,20.0,40.0
hh02-il,2.0,40.0,9.6,30.0
hobie-il,4.0,45.0,8.5,25.0
hobiesm-il,3.8,45.0,8.6,25.0
hor04-il,1.4,38.3,4.1,33.2
hor07-il,4.5,39.6,7.2,23.2
hor12-il,3.7,46.2,11.9,22.8
hor20-il,3.3,51.3,20.4,24.3
hq010-il,0.0,0.0,10.0,33.9
hq07-il,0.0,0.0,7.0,33.9
hq09-il,0.0,0.0,8.1,33.9
hq1010-il,1.0,50.0,10.0,35.0
hq1012-il,1.0,50.0,12.0,35.0
hq108-il,1.0,50.0,8.0,35.0
hq109-il,1.0,50.0,9.0,35.0
hq1510-il,1.5,50.0,10.0,35.0
hq1511-il,1.5,50.0,11.0,33.9
hq1512-il,1.5,50.0,12.0,35.0
hq158-il,1.5,50.0,8.0,32.5
hq1585-il,1.5,50.0,8.6,35.0
hq159-il,1.5,50.0,9.0,35.0
hq159b-il,1.5,50.0,9.0,37.1
hq17-il,4.5,42.0,15.2,42.0
hq2010-il,2.0,45.0,10.0,35.0
hq2012-il,2.0,50.0,12.0,35.0
hq208-il,2.0,50.0,8.0,35.0
hq209-il,2.0,50.0,9.0,35.0
hq2090sm-il,2.0,50.0,9.0,35.0
hq2195-il,2.1,55.0,9.5,35.0
hq2510-il,2.5,50.0,10.0,35.0
hq2511-il,2.5,50.0,11.0,33.9
hq2512-il,2.5,50.0,12.0,35.0
hq258-il,2.5,50.0,8.0,35.0
hq259-il,2.5,50.0,9.0,35.0
hq2590sm-il,2.5,55.0,9.0,35.0
hq259b-il,2.5,55.0,9.0,35.0
hq300gd2-il,3.9,39.1,16.6,39.1
hq3010-il,3.0,50.0,10.0,35.0
hq3011-il,3.0,50.0,11.0,35.0
hq3012-il,3.0,50.0,12.0,35.0
hq3013-il,3.0,50.0,13.0,35.0
hq3014-il,3.0,50.0,14.0,35.0
hq3015-il,3.0,50.0,15.0,35.0
hq308-il,3.0,50.0,8.0,35.0
hq309-il,3.0,50.0,9.0,35.0
hq3510-il,3.5,50.0,10.0,35.0
hq3512-il,3.5,50.0,12.0,35.0
hq3513-il,3.5,50.0,13.0,35.0
hq3514-il,3.5,50.0,14.0,35.0
hq3518-il,3.5,50.0,18.0,35.0
hq358-il,3.5,50.0,8.0,35.0
hq359-il,3.5,50.0,9.0,35.0
hs1404-il,3.1,46.0,4.0,18.0
hs1430-il,3.0,44.0,30.0,34.0
hs1606-il,4.4,46.0,6.0,18.0
hs1620-il,4.1,44.0,20.0,34.0
hs1708-il,5.0,46.0,7.9,22.0
hs1712-il,4.9,44.0,12.0,36.0
hsnlf213-il,1.4,32.4,13.3,42.4
ht05-il,0.0,63.3,4.8,17.1
ht08-il,0.0,0.0,5.0,20.2
ht12-il,0.0,0.0,5.0,18.6
ht22-il,1.1,22.7,5.1,19.1
ht23-il,1.1,22.6,6.5,20.8
isa571-il,3.6,30.0,7.4,30.0
isa960-il,4.5,40.0,9.5,30.0
isa961-il,4.6,40.0,9.3,20.0
isa962-il,4.6,40.0,9.6,20.0
j5012-il,0.0,83.5,12.0,34.5
jn153-il,8.4,38.1,17.6,28.2
joukowsk-il,0.0,9.5,11.8,25.0
joukowsk0009-jf,0.0,0.0,9.0,25.5
joukowsk0015-jf,0.0,0.0,15.0,24.6
joukowsk0018-jf,0.0,0.0,18.0,27.1
joukowsk0021-jf,0.0,0.0,21.0,26.6
k1-il,1.9,75.0,11.6,33.0
k2-il,1.3,88.3,10.3,38.9
k3-il,2.6,74.7,17.3,33.1
k3311-il,3.3,40.0,11.0,30.0
k3311sm-il,3.2,41.6,11.0,30.6
kc135a-il,1.3,20.0,15.5,35.0
kc135b-il,1.4,20.0,13.0,40.0
kc135c-il,1.5,25.0,10.6,40.0
kc135d-il,1.9,30.0,9.0,40.0
kc135winglet-il,2.7,65.0,8.0,40.0
kenmar-il,7.7,36.9,27.9,31.0
l1003-il,6.5,30.0,17.7,30.0
l188root-il,2.0,51.7,14.0,41.3
l188tip-il,2.7,51.7,12.0,41.3
l7769-il,4.4,30.0,11.0,30.0
la203a-il,5.5,46.0,15.7,34.3
la2573a-il,3.2,26.1,13.7,28.8
la5055-il,5.9,40.0,15.9,35.0
lds2-il,2.2,45.0,12.0,34.9
lg10sc-il,1.5,16.0,10.0,32.0
lnv109a-il,6.0,31.5,13.0,23.5
lrn1007-il,5.9,44.6,7.3,39.8
lrn1015-il,4.9,44.0,15.2,40.0
ls013-il,0.0,0.0,12.9,40.0
ls413-il,2.4,65.0,12.9,37.5
ls413mod-il,2.2,40.0,13.0,35.0
ls417-il,2.4,65.0,17.0,40.0
ls417mod-il,2.3,20.2,17.0,30.2
ls421-il,2.4,65.0,20.9,40.0
ls421mod-il,2.3,30.0,21.0,32.5
lwk79100-il,0.0,0.0,10.0,27.9
lwk80080-il,0.0,0.0,8.1,40.2
lwk80100-il,0.0,0.0,10.1,40.2
lwk80120k25-il,0.0,0.0,12.1,40.2
lwk80150k25-il,0.0,0.0,15.0,40.2
m1-il,0.0,0.0,6.2,30.0
m10-il,1.9,30.0,6.2,30.0
m11-il,1.9,30.0,8.2,30.0
m12-il,2.0,30.0,11.9,30.0
m13-il,3.8,30.0,6.2,30.0
m14-il,3.9,30.0,8.1,30.0
m15-il,3.8,30.0,12.0,30.0
m16-il,4.1,30.0,6.2,30.0
m17-il,4.1,30.0,8.1,40.0
m18-il,4.1,30.0,12.0,30.0
m19-il,6.0,30.0,6.2,30.0
m2-il,0.0,0.0,8.0,30.0
m20-il,6.1,30.0,8.2,30.0
m21-il,6.0,30.0,12.0,30.0
m22-il,6.3,30.0,6.3,30.0
m23-il,6.4,30.1,8.1,30.1
m24-il,6.3,30.1,12.0,30.1
m25-il,8.2,30.0,6.3,30.0
m26-il,8.3,30.0,8.3,40.0
m27-il,8.4,30.1,12.0,30.1
m3-il,0.0,0.0,11.9,30.0
m4-il,2.2,30.0,6.3,30.0
m5-il,2.1,30.1,8.2,30.1
m6-il,2.2,30.0,12.0,30.0
m665-il,1.4,30.0,7.8,30.0
m685-il,1.9,30.0,10.2,30.0
m7-il,4.9,30.0,6.2,40.0
m8-il,8.0,30.0,11.7,15.0
m9-il,7.2,30.0,10.4,15.0
ma409-il,3.3,50.0,6.8,25.0
ma409sm-il,3.3,49.3,6.7,23.8
marsden-il,7.7,37.6,27.9,31.6
marske1-il,3.0,25.1,14.0,25.1
marske2-il,2.7,15.0,12.1,25.0
marske3-il,2.8,15.0,12.1,30.0
marske4-il,2.8,15.0,10.2,20.0
marske5-il,3.4,15.0,12.2,20.0
marske7-il,2.8,39.1,12.1,42.8
mb253515sm-il,2.5,37.5,15.0,35.0
mh102-il,2.8,37.6,17.0,27.7
mh104-il,1.9,31.1,15.2,26.4
mh106-il,0.9,27.4,13.1,27.4
mh108-il,1.0,22.8,11.9,22.8
mh110-il,1.0,15.8,10.0,23.9
mh112-il,6.7,48.5,16.2,31.8
mh113-il,6.4,47.7,14.7,29.7
mh114-il,6.4,50.0,13.0,28.1
mh115-il,5.5,46.0,11.1,29.8
mh116-il,4.1,46.4,9.9,32.4
mh117-il,2.7,44.6,9.8,29.1
mh120-il,2.2,44.2,11.6,34.7
mh121-il,3.0,62.2,8.8,37.9
mh122-il,3.4,64.3,9.3,37.6
mh150-il,4.5,53.8,23.9,27.2
mh18-il,2.7,42.1,11.1,36.8
mh20-il,1.9,37.3,9.0,32.2
mh200-il,2.1,49.8,13.0,39.5
mh201-il,2.5,48.3,13.0,38.1
mh22-il,1.8,37.0,7.2,27.0
mh23-il,1.2,42.7,8.0,37.5
mh24-il,1.2,37.3,9.0,37.3
mh25-il,1.4,42.2,10.0,42.2
mh26-il,1.4,42.3,11.0,42.3
mh27-il,1.4,42.4,12.0,42.4
mh30-il,1.7,46.4,7.8,31.0
mh32-il,2.3,45.7,8.7,30.2
mh33-il,1.1,43.9,7.3,29.3
mh38-il,3.9,45.3,9.7,31.6
mh42-il,1.8,36.3,8.9,31.3
mh43-il,1.7,36.4,8.5,31.4
mh44-il,1.5,36.9,9.6,27.1
mh45-il,1.7,36.6,9.8,26.9
mh46-il,1.4,36.9,9.1,27.1
mh60-il,1.7,36.6,10.1,26.9
mh61-il,1.4,37.3,10.2,27.6
mh62-il,1.6,36.6,9.3,26.9
mh64-il,1.4,41.8,8.6,26.9
mh70-il,3.0,39.6,11.1,29.4
mh78-il,1.9,17.9,14.4,22.1
mh80-il,2.8,21.7,12.7,21.7
mh81-il,3.3,25.4,12.9,25.4
mh82-il,3.9,24.6,13.3,24.6
mh83-il,4.5,32.6,13.3,20.6
mh84-il,4.1,36.6,13.7,21.5
mh91-il,1.4,18.7,15.0,27.3
mh92-il,1.4,15.1,15.5,27.4
mh93-il,1.4,15.2,16.0,27.6
mh94-il,1.3,74.1,16.0,34.1
mh95-il,0.9,81.6,15.8,33.6
miley-il,4.9,35.0,12.9,35.0
mrc-16-il,3.0,40.3,13.9,34.6
mrc-20-il,2.9,48.0,15.6,38.2
ms313-il,1.8,67.5,13.1,37.5
ms317-il,1.7,72.5,17.0,37.5
mue139-il,4.7,30.9,13.9,22.2
n0009sm-il,0.0,0.0,9.0,30.9
n0011sc-il,0.0,0.0,11.0,40.0
n0012-il,0.0,0.0,12.0,30.0
n10-il,3.6,40.0,11.2,30.0
n11-il,4.4,40.0,10.9,30.0
n11h9-il,4.5,30.0,9.0,40.2
n12-il,0.2,15.0,10.5,30.0
n13-il,0.1,95.0,11.8,30.0
n14-il,0.1,20.0,11.5,30.0
n1h15-il,5.5,40.0,14.7,40.0
n22-il,4.0,40.0,12.4,30.0
n24-il,5.4,40.0,17.0,30.0
n2414-il,2.0,39.6,14.0,29.5
n2415-il,2.0,39.6,15.0,29.5
n2h15-il,4.5,40.0,14.7,40.0
n5h10-il,2.3,40.0,9.9,40.0
n5h15-il,2.9,30.0,15.4,40.0
n5h20-il,4.5,40.0,19.9,40.0
n63010a-il,0.0,0.0,10.0,35.0
n63012a-il,0.0,0.0,12.0,35.0
n63015a-il,0.0,0.0,15.0,35.0
n63210-il,1.1,60.0,10.0,35.0
n63212-il,1.1,55.0,12.0,34.9
n63215-il,1.1,50.0,15.0,34.9
n63215b-il,1.5,10.0,15.0,30.0
n63412-il,2.2,50.0,12.0,34.9
n63415-il,2.2,50.0,15.0,34.9
n64008a-il,0.0,0.0,8.0,40.0
n64012-il,0.0,0.0,12.0,40.0
n64012a-il,0.0,0.0,12.0,40.0
n64015-il,0.0,0.0,15.0,35.0
n64015a-il,0.0,0.0,15.0,40.0
n6409-il,6.0,39.6,9.0,29.3
n64108-il,0.6,50.0,8.0,40.0
n64110-il,0.6,50.0,10.0,40.0
n64212-il,1.1,50.0,12.0,40.0
n64212ma-il,2.5,21.5,12.0,41.2
n64212mb-il,1.5,9.9,12.0,34.9
n64215-il,1.1,50.0,15.0,34.9
n66021-il,0.0,0.0,21.0,45.0
n6h10-il,4.6,40.0,10.0,40.0
n6h15-il,4.5,40.0,15.6,40.0
n6h20-il,6.1,40.0,20.0,40.0
n8h12-il,3.5,30.0,12.0,30.0
n9-il,2.7,40.0,8.5,30.0
naca0006-il,0.0,0.0,6.0,30.0
naca0008-il,0.0,0.0,8.0,30.0
naca000834-il,0.0,0.0,8.0,40.0
naca0010-il,0.0,0.0,10.0,30.0
naca001034-il,0.0,0.0,10.0,40.0
naca001034a08cli02-il,1.3,50.0,10.0,40.0
naca001035-il,0.0,0.0,10.0,50.0
naca001064-il,0.0,0.0,10.0,40.0
naca001065-il,0.0,0.0,10.0,50.0
naca001066-il,0.0,0.0,10.0,60.0
naca001234-il,0.0,0.0,12.0,40.0
naca001264-il,0.0,0.0,12.0,40.0
naca001264a08cli02-il,1.8,29.9,11.0,39.9
naca0012h-sa,0.0,0.0,12.2,22.5
naca0015-il,0.0,0.0,15.0,30.0
naca0018-il,0.0,0.0,18.0,30.0
naca0021-il,0.0,0.0,21.0,30.0
naca0024-il,0.0,0.0,24.0,30.0
naca1408-il,1.0,40.0,8.0,30.0
naca1410-il,1.0,50.0,10.0,29.9
naca1412-il,1.0,40.0,12.0,29.9
naca16006-il,0.0,0.0,6.0,50.0
naca16009-il,0.0,0.0,9.0,50.0
naca16012-il,0.0,0.0,12.0,50.0
naca16015-il,0.0,0.0,15.0,50.0
naca16018-il,0.0,0.0,18.0,50.0
naca16021-il,0.0,0.0,21.0,50.0
naca22112-jf,0.8,9.6,12.0,29.5
naca23012-il,1.8,12.7,12.0,29.8
naca23015-il,1.8,15.0,15.0,30.0
naca23018-il,1.8,15.0,18.0,30.0
naca23021-il,1.9,10.0,21.0,30.0
naca23024-il,2.9,1.3,24.0,30.3
naca23112-jf,1.2,14.7,12.0,29.5
naca2408-il,2.0,40.0,8.0,29.9
naca2410-il,2.0,40.0,10.0,29.9
naca2411-il,2.5,39.6,11.0,29.5
naca24112-jf,1.7,20.6,12.0,29.4
naca2412-il,2.0,40.0,12.0,30.0
naca2415-il,2.0,40.0,15.0,30.0
naca2418-il,2.0,40.0,18.0,30.0
naca2421-il,2.0,40.0,21.0,30.0
naca2424-il,2.0,40.0,24.0,29.7
naca25112-jf,2.0,27.2,12.0,29.5
naca4412-il,4.0,40.0,12.0,30.0
naca4415-il,4.0,40.2,15.0,30.9
naca4418-il,4.0,40.0,18.0,30.0
naca4421-il,4.0,40.0,21.0,30.0
naca4424-il,4.0,40.0,24.0,29.4
naca63206-il,1.1,50.0,6.0,35.0
naca63209-il,1.1,50.0,9.0,35.0
naca632615-il,3.3,50.0,15.0,34.8
naca632a015-il,1.7,14.6,15.0,37.1
naca633018-il,0.0,0.0,18.0,33.9
naca633218-il,1.1,24.9,18.0,34.9
naca633418-il,2.2,50.0,18.0,33.9
naca633618-il,3.3,50.0,18.0,34.7
naca634221-il,1.1,50.0,21.0,34.9
naca634421-il,2.2,50.0,21.0,34.8
naca63a210-il,1.3,50.0,10.0,34.9
naca641112-il,0.6,50.0,12.0,40.0
naca6412-il,6.0,39.6,12.0,30.1
naca64206-il,1.1,50.0,6.0,40.0
naca64208-il,1.1,50.0,8.0,40.0
naca64209-il,1.1,50.0,9.0,40.0
naca64210-il,1.1,50.0,10.0,40.0
naca642215-il,1.1,50.0,15.0,34.9
naca642415-il,2.2,50.0,15.0,34.9
naca643218-il,1.1,50.0,18.0,34.9
naca643418-il,2.2,50.0,17.9,34.8
naca643618-il,3.3,50.0,17.9,34.7
